-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/1990 through 11/01/2021 
Location: Latitude  21.0155   Longitude 105.8504 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 87.73 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,WS10M_RANGE,WS10M
2004,12,10,22.4,7.83,0.0,58.81,3.38,2.38
2004,12,11,22.99,8.87,0.0,60.81,2.36,1.8
2004,12,12,23.29,8.83,0.0,60.81,2.74,2.19
2004,12,13,22.16,8.01,0.0,67.88,1.79,2.09
2004,12,14,22.41,9.07,0.0,68.06,2.44,1.26
2004,12,15,22.11,11.97,0.03,81.12,2.05,2.09
2004,12,16,21.4,14.31,0.54,90.81,2.32,2.32
2004,12,17,26.05,16.05,5.17,87.31,3.52,2.45
2004,12,18,25.24,16.11,12.36,85.44,2.05,1.5
2004,12,19,25.03,15.2,0.0,85.44,3.63,1.87
2004,12,20,25.96,15.64,0.0,86.44,2.8,2.93
2004,12,21,26.44,15.18,0.0,83.38,3.41,3.74
2004,12,22,27.37,14.77,0.02,82.0,3.05,2.22
2004,12,23,26.46,16.69,0.0,83.75,3.1,2.62
2004,12,24,20.78,12.48,0.11,77.88,2.73,2.83
2004,12,25,21.32,13.21,0.17,85.75,1.67,2.3
2004,12,26,22.9,12.61,0.0,84.75,2.92,2.01
2004,12,27,16.81,10.26,0.14,75.56,1.82,4.08
2004,12,28,15.28,7.89,0.19,66.75,4.47,3.35
2004,12,29,18.35,7.48,0.41,76.19,2.59,2.72
2004,12,30,12.19,7.92,1.77,75.38,3.93,4.57
2004,12,31,14.37,4.41,0.02,56.31,3.95,4.33
2005,1,1,13.74,1.53,0.0,53.62,3.41,2.72
2005,1,2,14.98,2.01,0.0,64.06,2.82,2.23
2005,1,3,20.88,7.02,0.21,81.69,2.69,1.65
2005,1,4,19.27,10.12,0.3,72.38,3.18,2.47
2005,1,5,20.19,7.48,0.0,75.94,2.35,1.55
2005,1,6,20.34,9.56,0.0,79.19,1.9,2.06
2005,1,7,21.27,11.72,0.07,88.31,1.84,1.95
2005,1,8,19.4,11.11,0.25,85.25,2.45,2.88
2005,1,9,17.29,9.38,0.27,76.12,3.2,3.22
2005,1,10,16.07,8.99,0.19,78.06,1.75,2.34
2005,1,11,14.42,9.63,0.84,83.88,2.89,3.2
2005,1,12,12.92,7.81,2.03,79.38,2.62,3.79
2005,1,13,13.4,5.6,2.5,71.69,4.46,3.13
2005,1,14,15.7,6.17,0.34,59.94,4.34,3.04
2005,1,15,17.71,5.08,0.0,61.5,3.54,2.35
2005,1,16,18.83,5.35,0.0,64.5,2.18,2.07
2005,1,17,20.76,7.68,0.0,75.0,2.67,1.95
2005,1,18,23.49,10.71,0.01,86.69,2.73,1.81
2005,1,19,24.31,14.23,0.42,86.81,4.16,3.71
2005,1,20,23.34,13.35,1.58,86.88,2.6,3.78
2005,1,21,24.39,14.26,3.48,86.94,5.11,4.3
2005,1,22,25.64,14.93,0.35,86.56,2.74,3.09
2005,1,23,26.65,15.46,0.0,83.69,4.22,4.21
2005,1,24,27.87,16.09,0.01,83.56,3.13,3.91
2005,1,25,30.59,17.11,0.0,77.06,2.27,2.07
2005,1,26,29.98,17.04,0.0,77.81,3.22,1.81
2005,1,27,28.79,17.22,0.0,83.06,3.91,2.94
2005,1,28,27.39,15.11,0.01,79.75,2.88,3.4
2005,1,29,28.93,15.31,0.07,81.25,3.06,2.47
2005,1,30,24.87,16.62,0.0,81.88,2.83,2.81
2005,1,31,22.71,12.18,0.04,69.44,2.36,2.99
2005,2,1,22.69,10.4,0.61,73.62,2.94,2.58
2005,2,2,19.29,11.27,2.34,80.31,1.98,2.32
2005,2,3,21.45,10.65,0.81,83.38,2.33,2.35
2005,2,4,28.12,14.89,0.43,85.56,4.45,2.34
2005,2,5,29.87,18.08,2.09,84.19,3.79,2.95
2005,2,6,28.98,19.42,7.92,85.0,2.85,4.17
2005,2,7,29.72,19.8,0.38,83.25,3.81,4.22
2005,2,8,30.0,19.46,0.16,81.88,4.73,4.23
2005,2,9,29.68,19.19,0.08,80.56,3.59,3.98
2005,2,10,21.16,14.69,0.14,74.62,5.77,3.76
2005,2,11,21.09,12.55,0.49,75.56,1.25,2.42
2005,2,12,23.16,14.16,1.7,84.19,2.77,3.32
2005,2,13,26.33,15.92,3.8,86.25,6.8,4.66
2005,2,14,29.57,18.51,2.28,83.56,5.75,6.55
2005,2,15,33.95,17.73,0.14,76.5,3.82,3.13
2005,2,16,34.76,17.87,0.0,68.75,4.08,2.09
2005,2,17,31.93,18.26,0.03,78.44,4.41,3.27
2005,2,18,22.88,11.51,0.02,60.25,5.79,4.28
2005,2,19,19.93,7.79,0.23,54.94,3.77,4.57
2005,2,20,17.19,5.75,0.05,57.88,3.53,3.61
2005,2,21,17.63,7.62,0.38,70.75,2.85,2.7
2005,2,22,20.9,10.48,0.16,74.06,3.36,2.55
2005,2,23,30.55,12.32,0.17,79.88,4.58,2.3
2005,2,24,32.81,15.84,0.18,72.5,3.25,2.38
2005,2,25,30.76,15.87,0.06,76.25,1.98,2.15
2005,2,26,27.59,16.61,0.02,72.75,2.99,3.14
2005,2,27,24.14,13.44,0.21,68.38,2.26,3.39
2005,2,28,21.69,11.65,0.15,60.5,4.34,4.0
2005,3,1,22.18,10.93,0.47,72.0,3.29,2.45
2005,3,2,20.82,13.9,0.66,75.0,3.18,3.3
2005,3,3,21.77,11.44,0.35,58.06,4.45,4.68
2005,3,4,19.44,8.76,0.62,60.5,4.06,3.98
2005,3,5,22.35,7.7,0.02,61.69,2.13,3.03
2005,3,6,23.34,9.83,0.0,60.38,5.82,3.08
2005,3,7,25.19,11.73,0.0,76.81,3.72,2.95
2005,3,8,27.51,13.56,0.0,77.69,4.68,3.74
2005,3,9,30.16,15.43,0.31,78.12,4.59,3.45
2005,3,10,35.45,16.72,0.0,72.44,4.27,2.17
2005,3,11,35.01,17.52,0.0,71.62,3.02,2.22
2005,3,12,28.76,13.36,0.1,64.56,8.02,5.8
2005,3,13,19.62,10.13,2.72,50.25,5.27,4.41
2005,3,14,19.23,9.67,1.48,71.19,2.29,2.31
2005,3,15,25.24,12.83,0.81,80.19,2.48,2.53
2005,3,16,28.32,17.24,1.77,83.5,3.89,2.85
2005,3,17,29.48,18.04,0.28,80.81,4.31,3.01
2005,3,18,27.3,18.66,1.37,81.31,4.18,3.07
2005,3,19,24.05,16.94,2.17,83.25,3.93,3.53
2005,3,20,29.1,16.47,0.23,79.0,5.17,4.16
2005,3,21,32.1,17.78,2.03,77.31,4.27,4.24
2005,3,22,34.48,19.56,3.97,76.19,3.02,3.38
2005,3,23,24.07,16.97,4.53,74.0,4.48,4.05
2005,3,24,23.81,14.79,4.0,64.69,5.3,4.45
2005,3,25,20.56,13.87,2.24,80.44,2.81,2.02
2005,3,26,27.81,14.95,1.76,82.19,5.22,2.81
2005,3,27,31.87,17.97,0.05,77.38,4.07,2.33
2005,3,28,33.63,19.65,0.65,76.44,4.29,3.04
2005,3,29,34.79,20.77,0.23,73.31,4.64,2.59
2005,3,30,34.86,21.42,0.28,74.44,3.98,2.64
2005,3,31,32.75,21.95,0.9,77.0,3.73,3.51
2005,4,1,32.19,20.98,1.45,77.5,3.09,3.03
2005,4,2,28.65,19.92,1.98,72.81,3.54,3.12
2005,4,3,28.82,19.78,0.2,68.12,4.65,2.2
2005,4,4,27.62,18.69,0.5,65.38,3.77,2.27
2005,4,5,26.47,17.34,0.42,69.19,3.76,2.34
2005,4,6,34.74,17.18,0.01,69.5,5.29,2.62
2005,4,7,37.66,18.29,0.0,65.38,4.98,2.83
2005,4,8,39.89,19.26,0.0,59.25,2.57,2.92
2005,4,9,40.4,20.71,0.0,55.31,3.06,2.55
2005,4,10,36.87,21.76,0.0,69.0,2.66,2.99
2005,4,11,36.25,22.84,0.48,71.5,4.39,3.26
2005,4,12,26.44,18.06,1.25,64.69,5.62,5.26
2005,4,13,26.58,16.48,1.38,62.25,3.38,3.2
2005,4,14,27.21,15.54,0.0,68.56,2.34,1.87
2005,4,15,30.5,16.96,0.02,73.75,3.27,2.88
2005,4,16,33.65,20.09,0.17,72.31,5.09,3.57
2005,4,17,33.31,21.61,1.33,75.5,3.86,3.88
2005,4,18,33.73,22.12,0.41,73.25,4.7,5.03
2005,4,19,33.26,21.7,0.13,72.5,3.58,3.5
2005,4,20,30.8,22.9,0.1,69.5,2.91,1.91
2005,4,21,34.69,21.76,0.01,65.31,4.24,3.3
2005,4,22,37.13,22.19,0.27,66.5,4.65,3.67
2005,4,23,35.19,23.34,0.14,71.12,3.48,3.53
2005,4,24,34.05,23.41,0.74,72.31,3.56,2.92
2005,4,25,34.3,22.94,1.73,72.56,3.06,3.34
2005,4,26,28.77,22.93,12.43,83.06,3.75,2.71
2005,4,27,31.9,22.34,5.14,80.12,4.2,3.29
2005,4,28,37.99,23.37,3.41,72.19,4.04,2.62
2005,4,29,40.23,23.42,0.0,60.81,2.88,3.39
2005,4,30,41.12,24.83,0.0,53.94,3.77,3.52
2005,5,1,41.46,24.68,0.03,54.75,3.48,2.61
2005,5,2,39.97,25.04,3.04,55.56,2.36,2.55
2005,5,3,36.26,25.44,48.08,70.69,5.05,2.21
2005,5,4,37.08,24.32,0.99,71.88,4.93,3.07
2005,5,5,38.71,24.08,0.32,61.25,3.91,2.91
2005,5,6,29.34,23.15,1.31,72.0,3.92,3.66
2005,5,7,28.87,22.4,2.19,78.88,2.69,1.78
2005,5,8,30.73,23.06,19.62,84.31,4.12,3.25
2005,5,9,34.37,24.01,3.98,77.0,4.2,2.61
2005,5,10,36.96,24.21,4.57,72.19,3.59,2.14
2005,5,11,38.59,26.08,0.03,67.69,4.59,2.45
2005,5,12,39.88,25.83,0.77,65.25,3.8,3.12
2005,5,13,38.05,26.71,1.86,66.0,1.8,3.55
2005,5,14,38.4,26.78,0.94,63.94,4.38,2.84
2005,5,15,36.32,27.23,0.0,67.69,2.98,3.48
2005,5,16,40.57,26.55,0.0,63.5,6.4,3.23
2005,5,17,41.69,26.57,0.0,59.69,5.27,2.82
2005,5,18,39.81,27.41,0.02,63.69,7.25,3.42
2005,5,19,37.87,26.33,0.42,67.56,4.35,2.98
2005,5,20,32.08,26.42,8.03,80.62,1.59,2.88
2005,5,21,35.62,26.17,0.43,70.81,3.87,4.02
2005,5,22,33.12,25.68,15.97,79.62,1.58,2.45
2005,5,23,35.01,25.81,3.28,74.5,2.09,1.8
2005,5,24,36.82,24.73,1.61,70.0,3.13,2.37
2005,5,25,35.26,25.36,4.4,75.44,2.3,2.27
2005,5,26,37.43,25.83,0.39,67.88,4.71,2.84
2005,5,27,38.48,27.26,1.51,67.56,3.71,2.58
2005,5,28,31.97,26.87,11.82,84.06,2.18,2.06
2005,5,29,30.51,25.98,21.27,90.19,2.25,2.19
2005,5,30,31.54,25.48,13.15,84.88,3.98,2.0
2005,5,31,32.44,24.89,1.41,81.62,3.94,2.73
2005,6,1,34.97,25.83,6.37,79.0,2.38,2.46
2005,6,2,30.64,26.65,22.04,85.62,3.28,1.74
2005,6,3,32.29,25.87,9.36,85.25,1.43,1.72
2005,6,4,32.62,26.59,0.43,84.75,1.89,1.78
2005,6,5,32.54,26.69,11.92,85.88,1.39,1.48
2005,6,6,31.15,25.19,40.0,87.12,2.62,1.59
2005,6,7,32.1,24.08,17.51,80.81,3.08,2.48
2005,6,8,31.05,25.38,3.07,83.38,2.45,1.95
2005,6,9,30.65,25.49,12.69,90.38,1.64,2.48
2005,6,10,32.44,25.74,1.91,87.12,1.77,1.99
2005,6,11,33.11,26.6,1.09,80.88,1.93,2.0
2005,6,12,32.68,26.91,1.37,79.5,2.54,2.69
2005,6,13,34.95,26.58,3.04,78.38,1.79,2.62
2005,6,14,33.05,26.83,1.9,77.88,3.14,2.55
2005,6,15,32.33,26.87,1.56,80.38,2.13,1.74
2005,6,16,29.96,26.0,8.81,89.62,2.03,2.21
2005,6,17,31.41,26.15,10.7,88.06,1.5,3.25
2005,6,18,31.87,25.93,3.52,86.12,1.77,2.48
2005,6,19,33.98,25.76,0.09,80.75,1.14,2.26
2005,6,20,33.79,26.48,0.31,78.75,1.67,2.42
2005,6,21,35.49,26.37,1.71,77.25,1.28,2.38
2005,6,22,30.51,26.47,8.86,83.69,2.36,2.07
2005,6,23,33.41,26.0,18.15,83.38,2.53,1.77
2005,6,24,31.99,26.44,10.26,86.62,1.97,2.36
2005,6,25,34.78,25.85,0.2,78.94,0.91,2.13
2005,6,26,31.09,26.37,0.02,78.69,3.12,3.21
2005,6,27,33.62,25.79,0.08,78.12,1.46,2.64
2005,6,28,34.12,26.18,1.21,76.0,2.95,2.38
2005,6,29,30.33,25.83,25.88,89.5,1.45,1.79
2005,6,30,30.82,25.39,3.21,88.69,2.21,2.31
2005,7,1,30.22,25.16,4.18,89.62,3.75,2.43
2005,7,2,28.37,24.64,18.37,92.88,4.33,2.91
2005,7,3,30.24,25.23,24.13,89.25,1.92,2.85
2005,7,4,31.22,24.9,3.27,86.56,1.99,2.62
2005,7,5,32.12,24.56,1.2,85.06,2.32,2.38
2005,7,6,32.9,24.46,1.25,82.62,2.51,2.69
2005,7,7,32.58,25.45,5.21,83.69,1.77,2.68
2005,7,8,33.73,26.37,9.75,83.19,2.7,2.29
2005,7,9,32.4,26.57,7.37,85.5,1.92,2.82
2005,7,10,32.04,26.0,10.0,86.38,1.76,2.41
2005,7,11,31.41,25.81,3.93,88.12,1.42,2.04
2005,7,12,30.4,24.98,2.41,88.88,2.38,2.51
2005,7,13,31.84,24.37,4.28,84.88,2.05,2.13
2005,7,14,33.19,24.72,0.01,79.38,2.15,2.5
2005,7,15,32.07,24.74,0.06,83.81,2.09,2.41
2005,7,16,33.62,24.48,0.0,80.88,2.03,2.29
2005,7,17,34.76,24.24,0.0,77.0,1.84,2.35
2005,7,18,34.58,25.59,0.37,76.56,1.51,1.6
2005,7,19,34.51,26.62,1.3,75.5,1.55,1.88
2005,7,20,33.47,26.63,0.22,78.06,2.95,2.41
2005,7,21,31.9,26.49,5.39,82.06,1.45,1.45
2005,7,22,31.89,25.55,11.99,85.5,1.45,1.23
2005,7,23,29.98,25.94,15.79,86.75,2.88,1.49
2005,7,24,29.65,24.65,44.01,89.44,7.52,3.21
2005,7,25,30.03,24.89,20.82,89.69,5.54,5.04
2005,7,26,31.34,24.23,4.98,86.81,3.97,3.08
2005,7,27,32.76,24.33,2.31,80.25,1.78,1.74
2005,7,28,33.22,23.91,0.0,77.94,1.53,1.55
2005,7,29,34.23,24.23,0.01,73.81,2.07,1.41
2005,7,30,30.18,26.16,16.82,87.5,3.64,3.74
2005,7,31,29.8,24.9,32.57,91.25,3.9,7.16
2005,8,1,31.33,25.6,2.3,87.62,6.7,4.63
2005,8,2,32.02,24.95,3.73,86.88,0.87,2.1
2005,8,3,33.69,25.27,0.88,82.38,1.63,1.55
2005,8,4,32.8,26.3,4.75,81.62,2.51,1.92
2005,8,5,33.69,25.0,2.57,79.0,1.51,1.66
2005,8,6,32.71,25.34,6.22,85.44,3.59,2.1
2005,8,7,31.23,24.4,16.06,85.0,2.71,2.3
2005,8,8,29.77,25.62,1.09,89.88,3.73,1.83
2005,8,9,31.1,25.3,15.7,89.19,1.05,1.9
2005,8,10,32.43,25.36,1.86,82.94,1.66,1.36
2005,8,11,31.11,25.74,36.52,88.75,6.07,4.69
2005,8,12,29.2,25.01,37.13,91.88,6.41,5.99
2005,8,13,30.75,25.19,0.4,88.38,1.97,1.47
2005,8,14,34.15,24.98,0.98,81.19,2.65,1.75
2005,8,15,31.76,25.44,2.66,81.69,2.57,2.09
2005,8,16,29.48,25.5,15.46,88.88,1.12,1.21
2005,8,17,29.33,24.82,29.41,91.06,4.39,3.29
2005,8,18,29.31,24.47,7.34,87.94,2.68,1.62
2005,8,19,32.19,24.6,0.96,83.12,1.88,1.14
2005,8,20,31.94,25.15,0.04,85.06,3.49,2.34
2005,8,21,32.58,25.59,4.31,82.44,2.31,1.66
2005,8,22,28.56,25.23,50.85,92.69,1.52,1.11
2005,8,23,30.64,24.09,3.62,87.25,1.11,1.38
2005,8,24,30.35,25.45,5.3,91.69,0.93,1.61
2005,8,25,31.48,24.94,8.83,88.12,2.54,2.59
2005,8,26,29.33,24.27,14.9,90.75,2.62,2.23
2005,8,27,30.38,24.8,1.05,89.38,2.44,1.36
2005,8,28,30.11,23.92,3.57,90.56,1.96,2.34
2005,8,29,31.42,24.07,1.91,87.19,2.99,2.16
2005,8,30,30.79,24.51,7.05,85.56,4.46,2.6
2005,8,31,29.64,24.58,25.96,89.56,3.66,2.99
2005,9,1,33.33,23.88,1.11,79.19,2.41,1.27
2005,9,2,32.66,25.33,1.45,78.62,3.42,2.26
2005,9,3,33.19,24.89,6.87,79.81,3.26,2.52
2005,9,4,30.84,24.35,7.55,82.25,2.77,2.79
2005,9,5,29.99,23.36,0.77,84.88,3.98,3.32
2005,9,6,30.79,22.86,1.46,82.94,2.67,2.54
2005,9,7,30.98,22.97,3.28,85.12,2.02,2.29
2005,9,8,31.39,23.37,0.43,82.69,2.54,2.48
2005,9,9,31.69,23.08,1.11,82.12,1.51,2.01
2005,9,10,31.54,23.84,1.9,81.38,2.42,1.96
2005,9,11,31.78,21.93,0.0,74.69,3.13,1.91
2005,9,12,32.17,21.49,0.0,76.5,2.04,2.71
2005,9,13,29.46,21.79,10.98,85.12,2.41,2.95
2005,9,14,28.66,24.35,13.21,93.25,3.35,3.3
2005,9,15,29.9,23.64,22.67,87.38,2.28,2.16
2005,9,16,31.98,22.76,0.05,83.44,2.44,1.49
2005,9,17,32.35,23.25,0.22,79.69,1.83,1.62
2005,9,18,27.89,23.98,50.35,90.31,7.8,7.44
2005,9,19,27.94,23.72,46.32,92.75,7.23,5.79
2005,9,20,30.84,23.33,8.37,86.06,1.48,1.8
2005,9,21,31.65,23.18,0.0,83.06,1.67,1.51
2005,9,22,32.21,22.89,0.0,80.25,1.3,1.3
2005,9,23,32.05,23.62,0.9,80.31,2.21,1.89
2005,9,24,31.2,23.3,0.0,79.38,3.02,2.41
2005,9,25,31.46,22.36,0.01,81.31,2.84,3.09
2005,9,26,30.82,23.33,1.31,80.25,5.72,6.48
2005,9,27,27.53,23.54,116.34,91.75,6.98,11.29
2005,9,28,27.95,24.44,20.58,92.94,5.27,5.27
2005,9,29,29.77,23.87,6.34,91.06,2.02,2.66
2005,9,30,30.41,23.33,0.97,89.19,2.2,2.38
2005,10,1,31.15,23.09,0.0,84.75,2.39,1.77
2005,10,2,32.03,22.47,0.02,79.56,0.9,1.31
2005,10,3,32.18,22.92,1.79,82.62,1.61,2.0
2005,10,4,28.76,22.9,2.13,82.88,4.05,3.29
2005,10,5,29.42,20.43,0.11,83.06,1.73,2.11
2005,10,6,30.09,22.24,0.01,83.25,1.29,1.52
2005,10,7,30.63,21.98,0.57,84.88,3.38,2.93
2005,10,8,26.13,20.35,0.12,75.06,4.58,4.5
2005,10,9,27.55,18.08,0.0,71.0,3.52,3.29
2005,10,10,28.76,16.16,0.0,73.06,2.14,2.33
2005,10,11,29.69,18.6,0.0,76.75,1.62,2.05
2005,10,12,29.25,22.19,0.82,84.56,3.7,2.12
2005,10,13,30.38,21.86,0.31,86.94,3.11,2.16
2005,10,14,30.45,22.09,0.25,83.12,2.51,1.63
2005,10,15,27.4,20.48,0.67,84.94,4.3,2.8
2005,10,16,26.79,18.71,0.2,83.62,1.76,1.86
2005,10,17,28.64,20.33,1.16,86.62,2.29,1.86
2005,10,18,28.78,21.19,9.46,88.06,3.59,2.17
2005,10,19,28.63,21.14,3.95,88.19,4.32,2.6
2005,10,20,28.65,20.9,0.0,85.81,1.36,1.94
2005,10,21,29.01,20.05,0.46,84.81,1.77,1.93
2005,10,22,25.78,19.45,0.47,81.69,4.58,3.33
2005,10,23,25.24,17.37,0.01,78.75,2.98,3.38
2005,10,24,24.77,15.53,0.34,73.12,3.49,2.04
2005,10,25,26.8,17.54,0.08,80.62,1.12,1.8
2005,10,26,28.6,19.61,0.17,88.69,2.45,2.53
2005,10,27,28.96,21.37,0.21,87.44,2.68,2.33
2005,10,28,28.93,20.49,0.26,83.31,2.13,1.45
2005,10,29,22.55,16.9,3.15,83.31,4.52,4.55
2005,10,30,19.53,15.46,0.56,84.5,3.09,3.96
2005,10,31,24.21,14.95,0.02,74.62,3.41,2.92
2005,11,1,25.84,16.52,0.66,78.06,2.86,2.19
2005,11,2,26.02,18.65,28.62,91.0,3.78,3.51
2005,11,3,28.87,21.25,46.15,92.19,2.05,2.8
2005,11,4,27.64,22.08,4.04,93.19,2.47,2.59
2005,11,5,29.86,21.87,0.04,88.44,0.89,2.02
2005,11,6,30.76,21.83,0.0,87.31,2.54,1.71
2005,11,7,29.19,21.97,0.0,89.5,2.16,2.28
2005,11,8,30.2,21.64,1.2,86.88,3.05,2.16
2005,11,9,29.74,21.48,0.01,88.69,2.42,2.62
2005,11,10,30.49,21.9,0.08,88.69,2.45,3.1
2005,11,11,30.34,23.44,3.85,89.12,1.8,2.78
2005,11,12,26.83,23.06,13.75,92.5,1.71,2.4
2005,11,13,29.12,21.96,1.87,87.5,1.49,1.77
2005,11,14,28.83,20.81,5.01,86.94,2.61,1.89
2005,11,15,23.02,17.14,8.61,83.75,4.51,3.5
2005,11,16,22.62,15.0,1.32,81.5,3.11,2.5
2005,11,17,21.08,15.73,0.2,85.12,2.98,2.98
2005,11,18,18.12,13.01,0.19,82.25,2.77,3.97
2005,11,19,18.36,11.87,0.17,77.56,4.25,4.02
2005,11,20,20.27,11.29,0.0,70.62,5.07,2.85
2005,11,21,19.97,9.86,0.0,71.12,5.15,2.78
2005,11,22,20.37,8.72,0.0,69.56,4.8,2.45
2005,11,23,21.39,8.96,0.0,71.81,3.72,2.53
2005,11,24,21.94,9.68,0.0,72.56,3.83,2.34
2005,11,25,23.16,10.26,0.0,73.0,2.04,1.73
2005,11,26,24.1,11.55,0.0,73.06,2.29,1.57
2005,11,27,25.29,12.66,0.0,81.38,1.38,1.82
2005,11,28,25.41,15.19,0.0,86.12,2.77,2.04
2005,11,29,23.1,15.42,0.0,74.25,3.95,2.78
2005,11,30,25.27,13.61,0.0,84.69,1.25,2.02
2005,12,1,27.45,18.76,0.0,88.31,4.29,2.58
2005,12,2,27.68,18.63,0.0,88.94,2.98,2.58
2005,12,3,27.75,15.69,0.11,85.19,6.34,2.7
2005,12,4,20.12,12.9,0.21,74.38,4.5,4.02
2005,12,5,16.16,9.48,0.17,72.81,2.7,4.34
2005,12,6,11.79,6.87,1.13,75.12,3.39,4.37
2005,12,7,14.67,6.81,0.62,73.5,3.58,2.53
2005,12,8,17.27,9.26,0.03,70.44,2.91,2.03
2005,12,9,20.26,10.05,0.0,78.31,2.01,1.54
2005,12,10,22.7,12.97,0.19,87.06,2.91,2.1
2005,12,11,19.73,12.15,1.17,79.44,3.4,4.14
2005,12,12,17.31,10.26,0.01,70.94,4.15,4.03
2005,12,13,18.24,9.4,0.0,69.75,3.59,2.89
2005,12,14,16.4,10.22,0.04,70.31,4.49,3.74
2005,12,15,17.09,7.44,0.0,59.94,4.62,2.77
2005,12,16,18.08,5.37,0.0,64.75,3.09,2.38
2005,12,17,19.24,6.69,0.0,68.75,4.23,4.02
2005,12,18,17.36,4.91,0.0,57.94,4.7,2.36
2005,12,19,17.91,4.57,0.0,60.62,3.4,2.12
2005,12,20,19.37,5.46,0.0,66.06,2.01,2.63
2005,12,21,17.0,6.67,0.0,63.38,4.71,4.59
2005,12,22,16.01,3.78,0.0,59.88,4.06,2.64
2005,12,23,19.16,7.01,0.0,65.38,1.97,1.96
2005,12,24,21.12,8.98,0.0,81.12,1.88,1.41
2005,12,25,23.39,13.19,1.36,89.56,2.09,1.69
2005,12,26,20.77,14.86,6.37,90.81,1.52,2.6
2005,12,27,17.4,12.1,10.69,90.06,1.81,3.2
2005,12,28,18.98,10.69,0.73,82.19,2.64,1.72
2005,12,29,21.19,11.72,0.07,84.19,1.32,1.6
2005,12,30,24.56,13.54,0.0,85.5,2.46,1.47
2005,12,31,24.48,14.09,0.01,86.69,2.3,1.57
2006,1,1,24.53,15.52,0.16,89.69,2.85,1.95
2006,1,2,23.56,15.66,0.0,89.5,2.84,2.33
2006,1,3,26.53,15.08,0.0,87.69,4.64,3.95
2006,1,4,27.19,14.19,0.0,83.19,2.72,1.94
2006,1,5,19.53,10.23,0.09,71.0,7.37,4.66
2006,1,6,15.8,6.6,0.3,65.94,4.62,4.66
2006,1,7,14.52,3.64,0.0,62.06,4.01,2.81
2006,1,8,15.65,3.48,0.01,69.0,3.44,2.81
2006,1,9,16.69,4.0,0.0,70.44,3.33,2.43
2006,1,10,18.76,6.15,0.0,75.0,2.98,1.84
2006,1,11,21.16,8.98,0.0,84.44,4.11,2.15
2006,1,12,23.82,12.15,0.06,87.5,2.72,1.69
2006,1,13,24.89,14.75,0.09,88.25,2.77,2.38
2006,1,14,26.45,15.01,0.0,86.88,3.26,3.21
2006,1,15,27.03,16.32,0.01,86.88,2.7,3.41
2006,1,16,26.87,16.95,0.11,87.5,4.53,4.01
2006,1,17,28.3,17.25,0.62,87.12,3.21,3.41
2006,1,18,30.23,17.65,0.46,79.88,2.23,1.91
2006,1,19,29.8,16.51,0.03,72.88,2.48,2.28
2006,1,20,20.94,11.85,0.01,72.0,3.8,3.89
2006,1,21,18.52,9.07,0.02,65.81,3.36,3.57
2006,1,22,18.64,6.02,0.02,72.88,2.94,2.67
2006,1,23,16.37,7.41,0.01,64.31,4.63,3.55
2006,1,24,17.47,4.73,0.0,67.12,4.84,2.45
2006,1,25,19.04,5.74,0.0,68.69,3.16,2.38
2006,1,26,19.39,6.3,0.0,67.75,5.27,2.68
2006,1,27,21.1,7.6,0.0,72.06,2.77,2.11
2006,1,28,23.07,9.08,0.0,81.81,2.71,1.8
2006,1,29,24.81,12.03,0.0,86.06,3.24,1.94
2006,1,30,27.22,14.4,0.0,85.5,1.86,2.64
2006,1,31,27.25,16.33,0.02,85.44,1.77,2.5
2006,2,1,27.13,17.1,0.44,86.06,3.77,3.04
2006,2,2,27.18,15.67,0.0,83.19,3.8,3.91
2006,2,3,26.35,16.83,0.1,84.94,4.2,3.48
2006,2,4,20.6,13.38,0.56,80.0,4.11,3.32
2006,2,5,23.36,13.99,1.33,85.94,3.44,3.48
2006,2,6,25.98,14.9,0.6,85.69,1.92,2.77
2006,2,7,23.12,15.8,0.18,85.69,3.31,3.08
2006,2,8,24.88,15.29,0.04,81.12,4.87,2.66
2006,2,9,22.14,15.11,0.45,84.62,4.36,2.97
2006,2,10,19.61,12.25,0.31,80.31,2.89,2.62
2006,2,11,22.09,13.05,0.21,85.69,3.56,2.1
2006,2,12,22.68,15.42,0.79,90.25,3.1,2.72
2006,2,13,25.86,15.51,0.17,85.0,4.75,4.02
2006,2,14,28.94,16.61,0.0,82.56,4.53,4.27
2006,2,15,30.69,17.3,0.0,80.12,2.96,2.48
2006,2,16,30.32,18.05,1.13,82.31,3.23,2.63
2006,2,17,19.23,12.28,5.87,74.88,3.37,4.86
2006,2,18,15.94,10.3,3.44,82.19,4.17,3.09
2006,2,19,20.33,10.42,0.16,79.25,4.05,2.29
