-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/1990 through 11/01/2021 
Location: Latitude  16.0645   Longitude 108.2234 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 155.61 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
-END HEADER-
YEAR,MO,DY,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,WS10M,WS10M_RANGE
2003,1,27,24.56,18.68,4.31,89.19,3.84,6.62
2003,1,28,21.76,18.67,1.36,87.5,4.13,2.48
2003,1,29,22.55,18.4,0.14,84.88,4.09,2.27
2003,1,30,23.94,18.1,0.03,81.94,3.53,1.89
2003,1,31,25.6,19.22,0.04,86.06,2.56,2.34
2003,2,1,25.5,19.79,0.28,89.69,3.05,1.77
2003,2,2,23.93,19.11,0.21,84.75,2.97,2.38
2003,2,3,23.77,18.74,1.93,87.12,3.84,3.46
2003,2,4,22.5,18.76,10.24,87.12,4.45,2.84
2003,2,5,20.48,17.36,10.37,85.94,4.75,2.45
2003,2,6,21.46,16.82,3.74,85.5,4.03,2.15
2003,2,7,24.43,17.75,0.85,87.12,2.84,1.44
2003,2,8,25.9,19.06,0.0,86.12,2.45,2.03
2003,2,9,26.37,19.06,0.03,89.62,2.86,2.48
2003,2,10,27.3,20.83,0.06,90.75,3.18,2.47
2003,2,11,26.94,21.29,0.09,90.69,3.28,2.3
2003,2,12,25.77,20.98,0.09,89.56,3.45,2.1
2003,2,13,25.44,20.62,1.38,90.69,3.95,3.12
2003,2,14,26.37,21.3,6.15,91.75,3.76,2.7
2003,2,15,27.48,21.04,0.1,88.38,3.38,1.91
2003,2,16,27.66,20.9,0.16,89.25,2.9,1.54
2003,2,17,25.23,22.07,1.34,91.94,3.62,2.11
2003,2,18,26.55,21.24,0.14,89.0,3.44,2.53
2003,2,19,25.28,20.79,0.01,89.12,3.19,1.96
2003,2,20,26.13,20.39,0.02,87.56,3.23,2.42
2003,2,21,26.77,20.59,0.02,89.81,3.52,1.61
2003,2,22,27.32,20.38,0.02,88.62,3.54,1.83
2003,2,23,28.02,20.6,0.06,87.5,3.18,1.93
2003,2,24,27.51,21.27,0.0,87.94,3.03,2.42
2003,2,25,27.37,20.31,0.03,86.38,3.9,2.7
2003,2,26,27.09,20.76,0.0,86.31,3.66,2.84
2003,2,27,26.92,19.54,0.0,84.38,3.1,2.87
2003,2,28,27.42,19.3,0.0,85.19,3.0,2.3
2003,3,1,28.01,20.29,0.0,86.0,3.52,1.71
2003,3,2,28.55,21.05,0.06,86.38,3.84,1.34
2003,3,3,31.7,22.76,0.0,83.44,2.36,3.26
2003,3,4,33.44,23.13,0.0,80.81,2.34,3.38
2003,3,5,33.59,23.55,0.0,80.56,2.28,3.12
2003,3,6,33.22,21.33,0.22,80.81,3.5,5.91
2003,3,7,23.62,20.78,0.98,87.88,4.08,2.4
2003,3,8,23.58,20.31,0.9,88.44,4.0,1.8
2003,3,9,23.73,20.51,1.71,88.94,4.27,1.79
2003,3,10,23.48,20.45,1.02,88.94,4.39,2.19
2003,3,11,26.24,20.76,1.41,88.88,4.31,3.77
2003,3,12,26.28,20.87,2.16,87.44,3.84,2.77
2003,3,13,25.87,20.23,1.0,84.31,3.47,2.52
2003,3,14,26.3,19.93,0.16,84.94,3.22,1.92
2003,3,15,27.3,20.35,0.0,86.25,2.81,1.52
2003,3,16,30.15,20.02,0.0,83.81,3.09,2.05
2003,3,17,30.0,20.47,0.0,84.25,3.14,1.84
2003,3,18,29.29,21.33,0.0,86.06,3.39,1.73
2003,3,19,27.29,22.39,0.09,89.19,3.16,2.48
2003,3,20,25.3,21.87,0.33,90.94,2.69,3.18
2003,3,21,24.76,21.54,0.23,89.81,1.85,1.61
2003,3,22,26.8,21.57,0.58,88.06,3.47,3.14
2003,3,23,27.3,21.69,0.49,88.44,3.1,2.12
2003,3,24,26.18,21.86,1.36,90.94,2.3,1.66
2003,3,25,25.62,21.95,4.31,92.0,3.09,2.59
2003,3,26,26.3,22.51,5.95,92.06,3.09,2.21
2003,3,27,28.33,22.27,0.03,87.06,2.55,1.86
2003,3,28,27.83,21.82,0.0,86.5,2.41,2.16
2003,3,29,27.01,21.89,0.02,87.62,2.55,2.43
2003,3,30,29.89,22.26,0.01,85.75,2.91,1.96
2003,3,31,29.98,23.25,0.11,85.94,2.71,1.48
2003,4,1,31.5,22.83,2.12,82.44,1.96,2.45
2003,4,2,32.26,23.62,2.69,81.38,2.13,2.12
2003,4,3,32.48,24.64,0.55,82.0,1.94,1.82
2003,4,4,31.08,25.15,0.2,85.38,2.23,4.4
2003,4,5,29.61,24.37,0.97,87.25,2.27,2.98
2003,4,6,30.0,24.05,0.2,85.94,2.26,3.7
2003,4,7,33.31,23.95,0.01,79.81,2.36,2.21
2003,4,8,31.18,24.88,0.0,83.31,1.77,2.71
2003,4,9,30.48,23.56,0.0,83.94,3.52,1.98
2003,4,10,29.29,22.65,0.0,85.81,3.77,2.55
2003,4,11,32.21,22.38,0.0,81.5,2.65,2.39
2003,4,12,34.34,22.86,0.0,76.94,2.98,2.04
2003,4,13,33.95,23.99,0.0,75.88,2.43,3.21
2003,4,14,30.15,22.52,0.01,82.5,3.57,6.5
2003,4,15,29.83,22.11,0.0,81.94,2.64,3.69
2003,4,16,29.82,21.55,0.0,83.31,3.33,2.27
2003,4,17,31.03,22.45,0.0,82.5,3.55,1.84
2003,4,18,32.55,22.83,0.01,79.56,3.09,1.8
2003,4,19,32.4,22.57,0.01,78.38,3.04,1.9
2003,4,20,31.98,23.65,0.36,79.44,2.27,2.7
2003,4,21,30.37,22.98,0.0,83.75,3.65,2.12
2003,4,22,29.8,23.33,0.0,81.5,2.99,2.77
2003,4,23,30.4,21.83,0.0,82.75,2.85,2.63
2003,4,24,31.59,22.91,0.01,82.38,3.0,1.83
2003,4,25,30.23,24.14,0.29,85.31,2.54,1.78
2003,4,26,29.51,24.08,0.85,86.69,3.43,2.58
2003,4,27,29.58,21.84,0.74,81.56,2.89,2.77
2003,4,28,29.62,24.03,0.54,84.62,3.08,2.1
2003,4,29,29.22,24.33,2.03,85.06,2.39,1.32
2003,4,30,28.64,23.98,17.75,86.62,3.4,2.45
2003,5,1,28.96,23.39,1.37,84.25,2.38,2.02
2003,5,2,28.13,23.85,5.47,87.38,2.47,2.03
2003,5,3,28.22,24.65,20.55,93.25,2.84,2.35
2003,5,4,31.5,24.81,0.25,85.81,3.0,3.19
2003,5,5,35.65,24.61,0.01,76.44,2.52,3.95
2003,5,6,36.48,25.19,0.01,74.06,2.48,3.49
2003,5,7,35.06,25.65,0.01,77.38,2.52,3.3
2003,5,8,31.8,25.57,0.02,84.69,3.03,1.76
2003,5,9,30.95,25.15,0.05,83.94,2.99,2.02
2003,5,10,30.37,24.73,0.74,84.0,2.88,2.49
2003,5,11,30.49,24.9,0.95,84.44,3.17,2.99
2003,5,12,29.25,24.52,4.09,88.56,3.35,3.63
2003,5,13,30.39,24.87,0.62,86.44,3.42,3.31
2003,5,14,32.16,24.23,0.02,82.0,3.26,3.15
2003,5,15,32.6,25.35,0.01,81.81,3.41,1.89
2003,5,16,32.81,24.95,0.01,83.12,2.73,3.33
2003,5,17,33.24,25.49,0.1,79.56,1.76,1.48
2003,5,18,35.02,26.27,0.35,73.38,1.84,1.27
2003,5,19,29.65,26.26,0.51,84.31,2.32,2.52
2003,5,20,30.66,25.84,0.13,84.69,1.56,0.92
2003,5,21,29.67,25.46,0.22,86.19,2.1,2.46
2003,5,22,30.05,25.14,0.33,86.06,2.01,1.19
2003,5,23,30.44,25.19,0.28,82.88,1.73,2.13
2003,5,24,30.04,25.25,2.68,84.44,1.48,1.41
2003,5,25,30.4,25.17,7.92,84.94,2.0,2.72
2003,5,26,31.08,24.86,0.69,84.94,2.17,2.62
2003,5,27,32.22,25.45,0.28,81.19,1.5,1.7
2003,5,28,31.05,26.24,0.28,82.56,1.52,2.72
2003,5,29,29.71,25.8,3.48,86.12,0.92,1.64
2003,5,30,31.19,25.34,1.27,81.62,2.34,4.04
2003,5,31,30.22,25.78,4.2,84.81,2.38,2.3
2003,6,1,28.62,25.81,12.02,86.38,2.44,2.22
2003,6,2,28.34,24.85,1.1,85.25,3.02,1.03
2003,6,3,30.66,25.03,5.57,80.38,2.29,3.07
2003,6,4,30.83,25.31,5.81,84.69,1.98,2.84
2003,6,5,30.33,25.33,4.76,86.06,2.02,1.14
2003,6,6,32.74,25.83,0.72,81.88,1.33,1.19
2003,6,7,32.19,26.55,0.05,75.69,1.71,2.12
2003,6,8,34.9,25.15,0.01,72.88,2.27,2.73
2003,6,9,36.05,26.16,0.03,72.38,2.09,2.3
2003,6,10,34.4,26.77,0.11,73.44,1.93,2.58
2003,6,11,32.46,27.01,0.43,76.88,2.23,3.08
2003,6,12,33.94,26.39,0.19,76.75,1.94,3.45
2003,6,13,32.58,26.65,2.46,79.88,2.42,3.2
2003,6,14,32.07,26.52,1.25,79.88,1.84,2.14
2003,6,15,31.34,26.25,6.98,83.12,1.59,2.38
2003,6,16,29.93,25.72,7.01,83.19,2.16,0.8
2003,6,17,29.01,25.64,4.94,86.19,1.77,2.3
2003,6,18,29.03,25.79,6.82,86.5,1.52,2.98
2003,6,19,31.17,25.01,1.36,82.38,1.98,2.47
2003,6,20,30.84,25.87,1.39,83.31,1.88,2.37
2003,6,21,30.89,25.59,6.25,85.69,2.08,2.99
2003,6,22,28.22,25.54,5.84,89.25,2.11,2.79
2003,6,23,32.75,24.94,0.62,81.06,2.7,2.91
2003,6,24,31.76,26.33,0.1,80.38,2.04,1.99
2003,6,25,34.65,25.7,0.17,76.25,2.25,2.91
2003,6,26,32.33,26.85,0.06,76.81,1.98,2.43
2003,6,27,32.59,26.47,0.43,78.38,2.48,2.96
2003,6,28,31.92,26.3,4.24,81.06,2.29,2.46
2003,6,29,31.08,26.02,1.3,78.12,1.45,1.78
2003,6,30,29.91,25.3,3.22,83.12,2.12,2.95
2003,7,1,30.68,24.71,0.29,82.19,3.5,2.26
2003,7,2,29.65,25.27,0.97,85.88,3.69,1.62
2003,7,3,31.76,25.2,0.13,79.81,2.73,2.41
2003,7,4,32.04,24.98,0.05,78.19,2.91,3.48
2003,7,5,29.45,24.93,0.1,82.81,2.96,1.88
2003,7,6,31.89,25.03,0.28,79.38,3.34,2.58
2003,7,7,32.73,25.12,0.04,78.31,1.98,2.84
2003,7,8,33.09,25.74,0.04,75.94,2.2,3.32
2003,7,9,31.37,26.08,0.18,78.56,1.92,2.41
2003,7,10,30.62,25.33,0.35,80.62,1.94,2.18
2003,7,11,29.27,25.52,6.37,87.94,2.36,2.31
2003,7,12,30.47,25.51,0.24,80.88,1.7,1.96
2003,7,13,32.09,25.14,0.38,79.81,2.98,2.15
2003,7,14,32.12,24.99,0.11,81.44,2.77,2.14
2003,7,15,31.73,25.76,0.0,77.88,2.09,1.95
2003,7,16,33.28,25.23,0.0,73.62,2.55,3.05
2003,7,17,34.53,24.18,0.0,70.69,2.91,2.37
2003,7,18,34.45,24.26,0.0,70.19,2.69,3.51
2003,7,19,34.36,24.25,0.03,72.75,2.39,3.09
2003,7,20,33.89,25.26,0.21,77.88,2.23,3.05
2003,7,21,31.4,26.59,0.48,81.19,2.93,3.77
2003,7,22,32.3,26.06,1.07,78.94,2.48,1.8
2003,7,23,31.9,25.96,0.21,77.12,1.84,1.95
2003,7,24,31.71,26.27,0.31,75.12,2.89,2.91
2003,7,25,31.98,26.01,0.16,74.19,2.09,1.19
2003,7,26,31.94,25.72,0.36,77.88,1.91,2.73
2003,7,27,31.55,25.54,0.57,79.25,3.04,2.44
2003,7,28,31.83,25.14,0.13,76.0,2.55,2.27
2003,7,29,31.12,25.16,4.26,80.44,1.81,1.95
2003,7,30,33.94,24.51,0.79,74.31,2.17,2.41
2003,7,31,34.94,25.7,0.05,72.25,2.25,1.48
2003,8,1,35.06,26.42,0.09,70.75,2.31,1.48
2003,8,2,33.41,27.05,0.26,73.88,2.31,2.76
2003,8,3,32.3,26.37,0.57,77.0,2.19,3.41
2003,8,4,32.26,26.23,0.97,77.94,2.01,2.44
2003,8,5,32.36,25.83,4.43,79.44,1.8,1.49
2003,8,6,33.12,26.69,3.63,77.75,2.01,1.72
2003,8,7,34.03,26.17,12.88,77.81,2.21,1.84
2003,8,8,33.56,26.33,2.01,78.75,1.55,1.89
2003,8,9,33.36,26.93,0.36,75.0,1.77,1.9
2003,8,10,32.56,27.24,0.99,76.38,1.87,2.35
2003,8,11,31.96,26.65,0.22,77.56,2.13,2.49
2003,8,12,32.8,26.14,0.22,77.88,2.02,1.3
2003,8,13,34.4,26.33,0.1,76.0,2.09,3.73
2003,8,14,33.29,26.85,0.17,76.88,1.89,2.51
2003,8,15,32.96,26.81,0.32,79.38,1.88,1.69
2003,8,16,30.37,26.98,2.14,86.75,2.05,3.03
2003,8,17,29.89,26.26,1.44,81.75,1.72,2.66
2003,8,18,30.3,25.55,3.57,83.0,1.48,1.76
2003,8,19,30.29,25.59,7.03,82.56,1.57,2.16
2003,8,20,30.71,25.35,2.38,80.25,1.66,1.86
2003,8,21,30.26,25.57,0.56,79.88,1.41,1.57
2003,8,22,32.51,25.56,1.14,77.0,1.91,2.38
2003,8,23,30.99,25.31,2.36,77.19,2.27,2.22
2003,8,24,28.33,24.86,3.02,87.25,4.06,3.23
2003,8,25,34.03,25.03,0.73,73.19,2.84,3.26
2003,8,26,34.06,26.01,0.17,67.19,2.3,3.3
2003,8,27,34.26,25.98,0.04,69.94,2.27,1.93
2003,8,28,33.86,26.29,0.34,72.06,2.77,3.09
2003,8,29,32.98,25.44,0.2,74.06,3.83,3.16
2003,8,30,33.48,24.73,0.68,75.19,3.34,2.31
2003,8,31,31.26,26.11,1.8,80.44,1.52,2.12
2003,9,1,29.26,26.0,7.61,86.62,2.07,3.37
2003,9,2,31.83,24.94,3.1,78.75,1.67,2.46
2003,9,3,32.29,25.5,3.28,80.69,2.1,1.76
2003,9,4,30.15,25.36,4.5,85.06,2.52,1.8
2003,9,5,32.37,24.94,2.3,79.81,1.89,2.97
2003,9,6,30.63,25.38,1.67,80.19,2.16,2.59
2003,9,7,28.69,25.15,2.59,86.25,2.9,4.17
2003,9,8,31.24,25.55,6.1,85.38,2.05,2.24
2003,9,9,30.33,26.04,3.82,83.69,1.36,3.19
2003,9,10,30.42,25.3,19.79,82.31,1.56,1.33
2003,9,11,29.06,25.47,16.51,84.06,1.38,2.35
2003,9,12,29.94,25.37,12.43,85.38,1.84,2.51
2003,9,13,29.88,25.17,25.0,86.25,2.04,1.94
2003,9,14,29.55,25.45,24.25,88.38,1.8,2.72
2003,9,15,28.94,25.03,9.43,83.06,1.75,2.65
2003,9,16,29.23,24.91,4.81,85.81,1.79,1.48
2003,9,17,30.16,24.82,0.4,83.69,1.79,1.88
2003,9,18,29.71,25.26,1.12,84.81,1.84,1.95
2003,9,19,32.26,24.83,0.44,82.94,3.05,2.65
2003,9,20,30.09,25.93,0.19,84.12,2.02,1.55
2003,9,21,31.44,25.75,0.33,80.44,2.12,2.2
2003,9,22,31.65,25.87,0.11,77.12,2.36,2.82
2003,9,23,30.51,24.88,4.89,81.38,3.2,3.14
2003,9,24,28.02,25.29,36.06,88.12,2.76,1.59
2003,9,25,27.49,25.4,127.54,91.5,3.02,1.84
2003,9,26,28.67,24.94,34.32,89.75,2.48,2.56
2003,9,27,29.84,24.91,1.75,83.81,1.79,2.19
2003,9,28,30.6,24.91,1.43,83.38,2.09,2.97
2003,9,29,30.72,25.63,6.59,82.12,1.88,3.1
2003,9,30,29.11,25.37,16.52,87.0,2.65,1.19
2003,10,1,29.2,24.69,18.62,85.62,4.12,4.15
2003,10,2,28.65,24.95,41.12,84.56,4.25,2.31
2003,10,3,26.87,24.76,86.44,89.69,4.66,2.34
2003,10,4,28.62,24.51,19.62,85.56,4.23,2.38
2003,10,5,28.99,24.65,22.13,88.12,4.35,3.26
2003,10,6,28.48,24.54,26.72,86.06,4.05,2.71
2003,10,7,28.99,23.96,1.18,82.69,2.84,2.99
2003,10,8,30.17,24.0,0.0,78.12,1.84,2.9
2003,10,9,30.76,24.16,0.0,78.62,2.12,1.88
2003,10,10,30.9,23.52,0.0,78.5,2.54,1.55
2003,10,11,32.36,23.52,0.0,79.38,2.75,2.06
2003,10,12,32.33,24.62,0.02,82.5,2.98,2.1
2003,10,13,30.34,25.15,2.99,84.0,3.12,2.12
2003,10,14,28.37,25.25,16.22,87.62,3.99,3.27
2003,10,15,26.41,24.35,31.95,88.94,5.94,1.95
2003,10,16,26.55,24.99,83.43,91.81,5.7,2.48
2003,10,17,27.55,24.48,41.85,87.5,5.07,3.05
2003,10,18,27.36,24.2,14.66,85.81,5.38,3.63
2003,10,19,27.94,24.17,6.03,84.62,4.44,2.27
2003,10,20,27.7,23.16,3.68,82.31,4.01,2.77
2003,10,21,27.53,22.74,0.2,79.31,3.58,2.82
2003,10,22,27.53,22.81,0.07,77.19,2.91,1.41
2003,10,23,27.4,23.02,0.36,78.69,3.25,1.42
2003,10,24,27.79,22.69,0.13,78.56,3.04,1.57
2003,10,25,27.69,22.35,0.06,77.62,3.04,1.34
2003,10,26,27.48,22.1,0.19,76.19,2.88,1.27
2003,10,27,27.16,22.34,1.78,80.06,2.98,1.81
2003,10,28,27.6,23.44,5.6,83.44,4.12,1.43
2003,10,29,27.44,23.03,2.16,82.94,4.24,1.91
2003,10,30,27.43,22.88,3.57,81.38,4.06,2.13
2003,10,31,27.18,22.65,1.97,80.44,3.23,1.99
2003,11,1,27.29,21.72,0.0,75.62,2.33,1.45
2003,11,2,27.62,20.99,0.0,74.06,1.67,1.84
2003,11,3,27.4,21.37,0.0,75.44,1.27,2.61
2003,11,4,28.01,20.62,0.0,78.81,1.98,2.38
2003,11,5,27.72,21.3,0.0,80.0,2.68,0.95
2003,11,6,27.7,21.06,0.0,77.75,2.43,1.12
2003,11,7,28.37,21.51,0.0,78.81,2.23,1.42
2003,11,8,28.3,21.88,0.01,78.31,2.02,1.81
2003,11,9,28.14,20.48,2.01,83.06,2.11,3.03
2003,11,10,28.23,23.48,18.38,88.12,3.3,2.73
2003,11,11,26.24,22.87,17.84,88.25,6.46,2.59
2003,11,12,23.79,22.35,16.01,87.62,7.01,3.67
2003,11,13,26.13,22.43,23.23,88.75,5.96,3.03
2003,11,14,27.37,23.31,28.19,88.25,4.33,3.46
2003,11,15,27.23,22.87,2.31,84.12,3.38,2.18
2003,11,16,26.98,22.61,0.97,79.94,4.29,2.82
2003,11,17,25.75,22.86,31.3,91.44,6.68,4.93
2003,11,18,28.83,22.61,6.22,86.12,2.44,3.83
2003,11,19,27.04,23.39,0.19,89.56,2.3,1.23
2003,11,20,29.71,23.21,0.0,85.5,2.07,1.51
2003,11,21,28.4,23.05,0.37,84.75,2.23,2.37
2003,11,22,26.72,22.61,4.12,85.38,4.66,3.63
2003,11,23,26.1,22.59,8.71,87.19,5.04,2.86
2003,11,24,26.81,23.55,30.08,89.12,5.02,2.77
2003,11,25,26.42,22.8,7.72,87.88,5.13,3.2
2003,11,26,26.56,22.13,4.35,84.56,3.9,1.65
2003,11,27,25.3,20.8,2.01,81.0,4.41,2.34
2003,11,28,25.01,20.48,2.77,80.38,4.33,1.85
2003,11,29,23.65,19.86,8.24,82.94,5.07,3.84
2003,11,30,23.4,19.3,0.34,82.19,3.26,2.27
2003,12,1,24.23,19.41,0.9,80.5,3.43,1.53
2003,12,2,24.33,19.9,1.6,79.19,3.87,2.26
2003,12,3,24.35,19.4,0.22,79.06,3.81,1.91
2003,12,4,25.3,19.57,0.98,82.19,3.74,1.66
2003,12,5,25.71,20.96,3.76,84.5,4.2,2.65
2003,12,6,26.09,20.98,1.97,84.19,3.86,2.62
2003,12,7,25.51,21.27,5.24,86.31,5.27,3.61
2003,12,8,26.11,22.28,12.41,89.19,5.43,2.6
2003,12,9,25.15,22.53,36.14,91.44,5.64,3.5
2003,12,10,25.7,22.44,11.61,89.31,5.76,2.31
2003,12,11,24.85,21.28,10.87,88.75,5.68,2.35
2003,12,12,23.19,20.0,12.11,86.75,5.45,2.5
2003,12,13,21.96,19.3,7.44,85.5,4.97,1.84
2003,12,14,22.47,19.09,4.54,83.75,4.62,1.89
2003,12,15,22.4,18.76,3.94,82.94,4.16,1.62
2003,12,16,22.08,19.12,3.18,87.19,4.55,2.3
2003,12,17,23.42,19.36,1.7,84.19,3.54,1.87
2003,12,18,24.33,20.05,4.04,85.94,3.73,2.61
2003,12,19,20.98,17.69,13.5,82.81,6.01,3.94
2003,12,20,19.21,16.3,5.51,81.75,4.98,3.11
2003,12,21,21.55,16.58,3.28,87.5,4.98,2.89
2003,12,22,23.08,19.11,1.73,86.25,4.64,2.86
2003,12,23,23.55,18.55,0.11,85.62,3.22,1.48
2003,12,24,24.55,18.94,0.01,84.25,2.69,1.11
2003,12,25,24.66,19.55,1.06,86.5,3.19,2.92
2003,12,26,23.37,19.63,2.42,84.06,3.91,1.77
2003,12,27,22.4,19.15,2.46,83.19,5.43,2.84
2003,12,28,22.46,18.48,0.87,82.69,4.29,2.62
2003,12,29,23.69,18.75,0.17,85.44,3.59,2.01
2003,12,30,24.36,19.45,0.83,86.75,3.26,1.7
2003,12,31,23.61,19.37,2.2,85.75,3.34,1.91
2004,1,1,24.68,18.91,0.02,86.12,3.04,1.39
2004,1,2,24.44,19.39,0.11,85.31,3.15,1.62
2004,1,3,25.01,19.77,0.11,86.56,3.49,2.05
2004,1,4,24.8,19.58,0.01,86.0,2.8,1.27
2004,1,5,25.08,19.68,0.08,87.44,3.01,1.76
2004,1,6,24.51,19.27,0.16,85.19,3.21,1.24
2004,1,7,24.46,18.87,1.5,86.19,3.08,1.55
2004,1,8,24.89,19.72,10.21,90.88,3.77,2.9
2004,1,9,25.05,20.86,5.22,90.5,4.02,2.65
2004,1,10,25.69,20.77,7.48,90.94,3.06,1.91
2004,1,11,24.8,20.73,2.16,90.5,3.72,3.44
2004,1,12,23.53,20.67,14.6,91.81,4.37,2.62
2004,1,13,23.23,20.21,3.4,87.88,4.75,2.2
2004,1,14,23.84,19.76,0.94,86.44,4.11,1.85
2004,1,15,25.74,19.63,0.06,86.69,3.63,1.46
2004,1,16,26.9,19.15,0.0,86.62,2.71,1.73
2004,1,17,25.16,20.44,0.05,85.88,3.35,3.34
2004,1,18,26.69,20.06,0.03,85.0,3.9,2.49
2004,1,19,24.19,19.8,0.09,88.62,3.03,2.88
2004,1,20,23.87,19.03,0.73,88.5,4.03,3.4
2004,1,21,19.94,16.75,3.72,86.56,4.91,3.59
2004,1,22,20.12,16.59,0.97,84.56,3.04,2.23
2004,1,23,23.59,17.2,1.27,83.75,3.43,3.66
2004,1,24,18.49,16.61,4.93,86.94,5.11,2.75
2004,1,25,20.25,16.5,1.31,84.31,3.95,1.47
2004,1,26,22.64,16.9,0.05,81.31,3.13,0.88
2004,1,27,23.74,18.05,0.38,87.25,3.67,2.21
2004,1,28,23.77,18.87,0.22,87.62,3.84,2.31
2004,1,29,25.38,19.18,0.0,86.06,2.51,1.77
2004,1,30,24.82,19.23,0.03,87.19,2.61,2.25
2004,1,31,25.55,18.97,0.0,87.5,3.52,1.98
2004,2,1,26.23,19.51,0.0,88.56,3.43,1.52
2004,2,2,28.94,20.22,0.01,86.31,2.47,1.69
2004,2,3,27.21,19.23,1.47,89.31,2.7,5.27
2004,2,4,22.4,18.22,1.38,90.56,3.73,2.84
2004,2,5,20.52,16.97,1.22,88.25,3.91,2.68
2004,2,6,21.68,16.89,0.71,87.44,3.67,1.71
2004,2,7,22.99,18.47,0.41,88.5,4.27,2.0
2004,2,8,20.88,16.69,0.46,85.69,4.64,2.65
2004,2,9,19.44,16.34,0.55,85.56,3.59,2.03
2004,2,10,21.44,16.37,0.09,84.69,3.41,1.8
2004,2,11,23.48,17.26,0.02,83.0,3.05,0.75
2004,2,12,22.96,17.9,0.75,84.88,3.73,2.05
2004,2,13,22.24,16.74,1.13,82.75,3.44,2.66
2004,2,14,22.57,16.62,0.0,81.62,2.38,1.72
2004,2,15,23.01,16.62,0.0,80.0,2.34,2.14
2004,2,16,23.41,17.15,0.0,80.38,2.09,1.95
2004,2,17,23.59,17.48,0.03,86.19,2.34,2.26
2004,2,18,24.08,18.17,0.0,86.69,2.19,2.38
2004,2,19,24.42,17.8,0.0,85.31,2.74,1.6
2004,2,20,25.15,16.85,0.0,84.31,2.46,1.06
2004,2,21,25.94,16.44,0.0,85.19,2.45,1.12
2004,2,22,25.56,17.55,0.0,85.56,2.29,2.23
2004,2,23,25.42,18.98,0.0,86.31,2.62,2.27
2004,2,24,26.16,19.01,0.0,87.06,2.57,1.83
2004,2,25,25.27,19.8,0.12,88.25,1.65,2.16
2004,2,26,25.21,20.37,2.6,89.81,2.41,1.72
2004,2,27,23.8,19.73,0.08,90.5,3.06,1.78
2004,2,28,27.01,19.14,0.0,85.19,3.46,2.01
2004,2,29,30.85,20.02,0.0,81.31,2.53,2.94
2004,3,1,32.63,21.19,0.0,78.25,2.04,3.07
2004,3,2,32.0,20.8,0.0,75.94,2.3,3.53
2004,3,3,24.51,17.89,0.17,84.94,5.32,4.7
2004,3,4,23.59,17.71,0.49,84.38,3.23,2.41
2004,3,5,25.65,18.84,0.12,84.25,2.88,2.05
2004,3,6,25.26,19.58,0.71,86.56,3.44,2.31
2004,3,7,23.85,19.56,3.63,86.88,5.17,3.79
2004,3,8,22.82,18.76,1.01,84.19,5.8,4.03
2004,3,9,23.3,16.94,0.0,78.31,2.97,1.62
2004,3,10,26.53,16.05,0.0,82.25,3.4,1.7
2004,3,11,30.17,18.51,0.0,83.25,2.98,2.17
2004,3,12,30.51,20.9,0.05,83.38,3.15,1.65
2004,3,13,27.31,20.31,0.15,86.88,3.16,2.56
2004,3,14,26.93,19.23,0.03,85.19,3.13,2.23
2004,3,15,26.77,20.2,0.04,83.44,2.55,1.67
2004,3,16,28.35,20.09,0.0,86.19,2.84,1.14
2004,3,17,29.76,21.06,0.0,84.88,2.84,1.45
2004,3,18,28.26,21.31,0.02,87.12,2.42,1.91
2004,3,19,27.19,21.33,0.13,86.44,2.27,2.7
2004,3,20,27.22,21.3,0.02,85.62,3.02,1.6
2004,3,21,27.52,21.08,0.02,85.88,2.68,2.48
2004,3,22,26.76,21.5,0.1,84.75,2.51,2.62
2004,3,23,28.23,21.62,0.07,87.0,3.41,1.77
2004,3,24,29.72,22.77,0.46,84.88,3.78,2.46
2004,3,25,33.06,22.82,0.02,80.69,2.05,2.91
2004,3,26,27.99,21.63,0.29,87.19,3.26,2.48
2004,3,27,28.08,21.41,1.06,86.94,1.27,2.5
2004,3,28,29.37,22.54,0.03,86.06,1.86,3.3
2004,3,29,31.23,23.03,0.02,83.06,2.95,2.38
2004,3,30,26.36,23.28,0.0,89.88,2.34,2.07
2004,3,31,30.19,22.65,0.15,84.75,3.22,2.51
2004,4,1,31.37,23.08,1.01,83.31,1.91,1.23
2004,4,2,29.2,22.97,0.41,86.19,2.34,3.27
2004,4,3,29.25,22.48,1.85,84.06,2.45,2.62
2004,4,4,27.73,22.13,0.36,87.0,2.38,1.77
2004,4,5,28.42,22.18,0.27,86.31,3.09,2.27
2004,4,6,31.01,22.53,0.01,82.88,2.92,1.59
2004,4,7,31.64,23.8,0.16,80.88,2.95,1.6
