-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/1990 through 11/01/2021 
Location: Latitude  10.7393   Longitude 106.6769 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 13.02 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
-END HEADER-
YEAR,MO,DY,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,WS10M,WS10M_RANGE
2002,7,26,31.22,25.59,0.85,80.31,5.68,3.91
2002,7,27,30.96,25.3,6.14,84.38,4.45,3.47
2002,7,28,29.25,25.51,17.32,88.81,4.05,2.24
2002,7,29,29.67,25.07,2.35,87.88,4.56,4.11
2002,7,30,30.34,24.26,0.82,84.25,3.54,2.88
2002,7,31,31.19,24.15,0.33,83.38,2.95,2.09
2002,8,1,30.96,25.22,0.22,83.81,3.39,1.44
2002,8,2,30.75,25.28,1.18,85.12,4.27,2.52
2002,8,3,31.94,25.18,0.85,82.25,4.47,2.59
2002,8,4,29.76,25.55,4.03,86.62,5.72,3.59
2002,8,5,30.07,25.04,5.04,83.88,6.59,5.69
2002,8,6,30.33,24.92,7.22,83.81,5.24,4.72
2002,8,7,31.05,24.48,1.67,81.44,4.7,4.09
2002,8,8,28.67,24.91,1.88,87.44,4.77,2.35
2002,8,9,30.56,24.85,0.8,82.06,5.33,3.46
2002,8,10,31.77,24.7,1.39,79.94,4.8,2.59
2002,8,11,30.98,25.07,3.77,83.31,5.11,3.43
2002,8,12,29.47,24.48,13.52,85.62,5.82,3.45
2002,8,13,28.85,24.24,11.28,87.88,6.56,5.93
2002,8,14,28.45,24.54,6.94,85.75,5.71,2.87
2002,8,15,28.15,23.68,11.05,84.38,6.18,3.39
2002,8,16,28.44,23.43,1.68,83.0,5.71,5.15
2002,8,17,29.27,24.05,3.14,84.88,5.68,4.12
2002,8,18,29.08,24.4,3.67,84.0,6.76,4.22
2002,8,19,28.03,24.64,10.93,91.62,6.09,4.09
2002,8,20,28.51,24.88,7.55,87.69,6.7,4.52
2002,8,21,28.43,24.38,2.7,88.19,4.22,2.47
2002,8,22,29.42,23.9,2.79,86.06,3.18,2.02
2002,8,23,29.97,24.59,19.89,86.12,2.59,1.01
2002,8,24,30.44,25.57,0.59,85.56,2.5,0.86
2002,8,25,30.55,25.66,0.19,85.75,2.95,1.81
2002,8,26,30.59,25.19,1.09,85.56,3.14,1.28
2002,8,27,31.11,24.49,3.77,84.25,3.97,2.6
2002,8,28,31.04,24.75,1.16,84.25,3.72,2.07
2002,8,29,29.48,24.94,7.26,85.5,2.57,2.48
2002,8,30,28.72,25.23,15.99,89.0,3.71,1.98
2002,8,31,30.44,24.43,2.18,87.38,4.02,1.84
2002,9,1,29.91,24.98,4.58,87.38,4.48,2.21
2002,9,2,31.34,24.86,1.88,82.81,4.51,2.8
2002,9,3,30.14,24.79,4.68,86.19,4.58,3.15
2002,9,4,29.6,24.94,2.74,87.12,4.58,3.34
2002,9,5,30.05,24.95,0.51,86.06,4.27,2.81
2002,9,6,30.54,24.66,0.8,84.94,3.84,2.75
2002,9,7,30.28,24.96,1.16,85.31,4.05,2.15
2002,9,8,30.18,25.05,21.02,87.12,4.68,2.62
2002,9,9,28.69,24.63,44.08,89.62,4.5,3.56
2002,9,10,27.84,24.38,25.61,90.94,4.3,2.96
2002,9,11,29.26,24.3,3.71,87.25,4.61,4.7
2002,9,12,29.82,24.07,2.04,86.06,4.14,3.52
2002,9,13,30.11,24.36,2.77,86.69,4.04,2.7
2002,9,14,30.1,24.34,3.2,87.31,4.33,2.16
2002,9,15,29.69,24.79,2.69,87.88,4.1,2.34
2002,9,16,30.35,24.98,0.37,86.12,5.14,3.2
2002,9,17,28.6,24.86,3.6,88.69,5.27,3.84
2002,9,18,28.61,24.79,8.44,90.44,5.45,2.82
2002,9,19,30.08,24.1,2.5,86.56,4.64,4.16
2002,9,20,29.8,24.41,5.9,87.75,4.98,3.2
2002,9,21,29.12,24.77,12.39,90.06,5.24,1.58
2002,9,22,28.45,24.42,14.31,91.56,4.48,2.2
2002,9,23,28.39,24.74,16.93,89.38,3.43,2.84
2002,9,24,28.15,24.11,2.0,91.0,3.57,2.95
2002,9,25,29.39,24.15,1.15,86.81,2.56,3.3
2002,9,26,30.66,24.85,0.88,84.06,2.09,1.12
2002,9,27,31.51,25.3,0.03,79.06,1.93,1.3
2002,9,28,29.73,25.66,4.46,82.25,1.78,1.86
2002,9,29,28.92,25.3,5.54,82.62,2.3,2.88
2002,9,30,28.61,24.96,5.59,83.19,2.67,2.64
2002,10,1,29.89,24.4,0.55,83.25,2.64,1.3
2002,10,2,29.5,25.4,5.34,85.81,2.28,2.03
2002,10,3,28.85,25.27,33.26,88.75,3.74,1.59
2002,10,4,30.6,24.55,2.04,86.0,3.88,2.31
2002,10,5,30.28,25.52,0.43,85.5,4.16,3.32
2002,10,6,30.4,24.91,1.25,82.19,2.07,1.57
2002,10,7,29.58,25.8,9.34,82.25,1.98,2.08
2002,10,8,29.44,25.17,32.39,86.06,2.26,1.8
2002,10,9,30.83,24.63,1.09,82.69,2.34,3.22
2002,10,10,30.62,24.76,6.36,83.69,2.43,2.87
2002,10,11,29.59,24.93,10.14,87.25,3.28,3.86
2002,10,12,26.28,24.87,8.44,90.44,4.34,1.02
2002,10,13,28.92,24.84,16.12,87.5,3.83,1.86
2002,10,14,30.74,24.33,3.69,83.12,2.74,4.45
2002,10,15,30.15,24.8,0.3,82.94,2.88,2.27
2002,10,16,29.44,25.69,1.8,84.38,2.05,1.22
2002,10,17,29.9,25.65,3.8,85.5,2.37,2.51
2002,10,18,30.99,25.67,1.78,83.62,2.3,1.78
2002,10,19,30.56,24.98,1.63,85.0,2.48,1.65
2002,10,20,30.85,24.51,1.45,83.5,1.88,2.41
2002,10,21,30.23,25.81,9.92,85.12,1.8,2.03
2002,10,22,28.84,25.26,9.82,87.12,2.12,1.52
2002,10,23,29.27,25.8,2.37,86.69,3.72,1.81
2002,10,24,28.64,24.65,6.36,86.31,2.11,3.75
2002,10,25,29.05,23.73,8.35,87.25,3.65,3.81
2002,10,26,29.14,25.17,9.18,88.25,3.95,2.48
2002,10,27,30.2,25.05,0.2,85.12,3.68,2.03
2002,10,28,31.34,24.58,5.19,82.88,2.73,1.88
2002,10,29,30.94,25.58,5.29,82.75,2.5,1.11
2002,10,30,29.54,25.07,6.17,86.31,2.49,2.95
2002,10,31,29.32,24.93,1.13,87.56,3.81,1.5
2002,11,1,29.84,25.01,0.62,86.75,5.16,2.99
2002,11,2,31.33,24.81,1.42,82.69,3.27,2.2
2002,11,3,29.48,24.14,1.61,85.81,4.2,4.72
2002,11,4,28.31,23.46,0.74,86.75,4.27,2.76
2002,11,5,30.03,22.15,3.67,80.94,2.83,2.95
2002,11,6,27.0,22.96,3.0,90.25,3.3,1.6
2002,11,7,28.25,24.27,29.6,89.88,2.75,4.39
2002,11,8,29.3,24.23,17.85,88.31,3.01,2.23
2002,11,9,29.9,24.2,4.34,87.62,2.45,3.03
2002,11,10,30.11,24.19,1.51,87.56,3.65,4.45
2002,11,11,27.84,24.93,6.08,92.0,4.25,4.03
2002,11,12,30.05,24.81,0.62,87.44,4.75,3.64
2002,11,13,29.65,24.3,1.06,85.75,3.49,2.26
2002,11,14,29.08,25.17,4.23,88.56,1.85,2.47
2002,11,15,30.68,25.26,0.55,86.69,2.81,4.54
2002,11,16,30.13,25.51,1.38,89.25,4.89,2.7
2002,11,17,30.53,24.63,1.67,85.38,4.82,3.88
2002,11,18,30.49,24.34,2.55,86.31,4.18,3.95
2002,11,19,30.61,24.28,1.87,86.94,4.14,3.15
2002,11,20,29.63,24.83,3.22,87.38,5.21,4.42
2002,11,21,28.55,24.73,20.35,88.69,4.35,3.1
2002,11,22,30.04,24.37,1.2,84.19,2.62,2.72
2002,11,23,30.18,24.22,3.21,84.56,2.09,2.84
2002,11,24,30.02,24.87,6.29,84.88,2.73,2.35
2002,11,25,29.7,23.34,0.26,81.88,4.25,2.08
2002,11,26,29.68,22.55,0.0,80.5,4.05,2.26
2002,11,27,29.76,22.16,0.38,79.19,2.78,2.37
2002,11,28,27.03,23.23,2.09,88.62,3.17,2.51
2002,11,29,29.35,23.55,2.89,88.38,3.68,3.31
2002,11,30,27.91,24.17,1.54,87.81,4.84,3.73
2002,12,1,28.84,23.79,0.97,86.06,4.65,2.15
2002,12,2,29.92,24.08,0.01,84.38,4.66,1.76
2002,12,3,30.33,23.7,0.06,84.56,3.9,2.42
2002,12,4,29.08,24.25,0.91,86.56,4.2,4.83
2002,12,5,29.42,23.53,0.2,86.62,4.88,4.24
2002,12,6,29.68,24.04,0.24,87.25,4.36,2.29
2002,12,7,29.56,23.97,0.27,87.5,3.63,1.46
2002,12,8,30.13,24.07,0.03,83.62,5.76,3.83
2002,12,9,30.24,22.93,0.0,80.69,5.64,3.26
2002,12,10,29.67,22.42,0.09,80.81,5.01,4.29
2002,12,11,30.07,22.37,1.32,81.94,4.89,4.73
2002,12,12,30.3,22.9,0.63,81.19,4.84,4.8
2002,12,13,30.22,23.19,0.04,78.62,5.57,4.81
2002,12,14,30.58,22.11,0.48,80.5,5.3,4.45
2002,12,15,30.27,22.7,5.58,83.44,5.34,4.05
2002,12,16,30.4,22.84,0.09,83.19,5.61,4.39
2002,12,17,30.6,23.59,0.04,82.69,5.24,4.48
2002,12,18,30.93,23.52,0.03,82.94,5.12,3.46
2002,12,19,30.62,24.23,0.02,83.44,5.38,2.41
2002,12,20,31.08,24.43,0.22,83.75,4.49,2.21
2002,12,21,30.14,24.76,6.19,87.19,3.95,1.84
2002,12,22,30.67,24.95,0.0,82.69,5.02,2.35
2002,12,23,30.87,24.33,0.01,79.88,4.59,1.45
2002,12,24,31.27,23.78,0.26,80.56,4.09,4.15
2002,12,25,31.79,22.69,9.01,80.56,3.91,2.34
2002,12,26,30.87,24.06,9.04,82.94,3.17,3.73
2002,12,27,28.23,24.53,17.47,88.81,3.89,4.33
2002,12,28,28.95,23.09,2.75,83.25,1.41,2.25
2002,12,29,29.54,22.98,14.32,84.69,3.3,2.93
2002,12,30,29.48,23.19,21.18,82.0,2.66,2.45
2002,12,31,30.15,23.3,0.03,81.31,4.28,3.2
2003,1,1,27.95,23.34,0.09,79.88,5.55,4.0
2003,1,2,29.22,22.4,0.0,79.44,4.33,2.57
2003,1,3,30.21,21.72,0.0,77.56,4.24,2.76
2003,1,4,29.68,21.43,0.01,77.31,5.0,3.04
2003,1,5,29.84,21.38,0.01,75.44,4.91,3.57
2003,1,6,30.58,21.19,0.01,78.19,3.3,1.59
2003,1,7,30.58,22.38,0.07,81.25,3.22,4.11
2003,1,8,29.48,21.68,0.0,77.5,3.2,2.51
2003,1,9,29.67,20.44,0.0,75.94,2.84,3.56
2003,1,10,28.5,21.67,0.04,80.81,2.2,3.34
2003,1,11,29.76,22.76,0.02,76.88,2.3,2.34
2003,1,12,29.04,21.97,0.0,73.31,2.46,2.25
2003,1,13,29.23,19.66,0.0,72.62,2.63,2.16
2003,1,14,29.93,20.98,0.0,78.56,2.55,3.68
2003,1,15,30.73,22.01,0.05,75.5,4.5,3.48
2003,1,16,30.73,20.39,3.54,75.94,4.4,3.56
2003,1,17,30.9,20.84,0.01,75.06,6.02,4.83
2003,1,18,31.48,21.12,0.02,74.69,5.09,4.13
2003,1,19,30.74,20.95,0.0,72.94,4.55,3.7
2003,1,20,30.65,21.35,0.0,75.56,4.37,3.95
2003,1,21,30.83,22.15,0.0,74.38,4.09,4.27
2003,1,22,30.48,22.17,0.0,76.31,4.0,2.95
2003,1,23,30.37,21.41,0.0,79.56,4.42,3.42
2003,1,24,29.37,22.69,0.0,74.94,5.85,3.45
2003,1,25,30.6,22.1,0.0,75.56,5.26,3.27
2003,1,26,31.4,21.81,0.0,76.5,4.11,2.36
2003,1,27,31.96,21.76,0.0,76.56,4.82,4.56
2003,1,28,31.24,21.64,0.0,72.12,6.7,4.29
2003,1,29,31.3,21.87,0.0,68.19,6.9,3.23
2003,1,30,32.15,21.52,0.04,68.69,5.16,4.79
2003,1,31,32.62,22.76,0.1,72.44,6.0,3.99
2003,2,1,32.27,23.47,0.01,75.75,6.23,3.37
2003,2,2,32.98,23.9,0.0,69.5,5.27,4.05
2003,2,3,32.8,21.14,0.0,67.69,5.64,4.8
2003,2,4,32.21,20.6,0.0,65.06,5.53,4.51
2003,2,5,31.76,20.48,0.0,62.56,5.57,3.38
2003,2,6,31.55,19.81,0.0,60.88,5.27,3.52
2003,2,7,32.51,20.5,0.0,65.81,4.24,3.91
2003,2,8,33.71,22.12,0.0,71.19,4.58,4.0
2003,2,9,33.48,23.51,0.03,74.31,6.05,3.42
2003,2,10,32.92,24.55,0.04,73.56,7.12,3.02
2003,2,11,34.26,24.64,0.0,67.75,7.24,3.96
2003,2,12,32.87,23.4,0.0,66.44,7.68,5.66
2003,2,13,32.64,23.31,0.0,67.0,7.76,6.3
2003,2,14,32.87,23.73,0.0,71.31,8.12,5.23
2003,2,15,33.37,23.49,0.0,71.0,6.2,4.95
2003,2,16,32.19,24.52,0.0,73.25,6.4,3.51
2003,2,17,32.48,24.54,0.0,73.06,6.04,2.34
2003,2,18,33.09,24.42,0.0,71.5,6.04,3.28
2003,2,19,33.96,24.37,0.0,68.5,5.55,3.85
2003,2,20,32.26,24.4,0.0,69.06,7.01,3.6
2003,2,21,33.16,24.05,0.0,68.44,6.92,2.02
2003,2,22,33.15,24.69,0.0,67.69,6.56,3.24
2003,2,23,32.64,24.06,0.0,68.94,5.55,3.09
2003,2,24,33.46,24.6,0.0,68.62,5.3,3.5
2003,2,25,32.9,24.05,0.0,67.69,6.03,4.3
2003,2,26,33.18,24.49,0.0,67.75,6.8,3.66
2003,2,27,33.44,23.8,0.0,69.44,6.88,3.71
2003,2,28,33.11,24.01,0.0,69.38,6.25,2.54
2003,3,1,32.78,24.19,0.0,71.31,5.5,3.32
2003,3,2,32.76,24.33,0.0,69.56,4.58,3.38
2003,3,3,34.06,24.08,0.0,71.25,3.47,3.71
2003,3,4,34.3,24.74,0.0,72.75,3.82,3.46
2003,3,5,34.2,25.29,0.0,70.69,3.92,3.7
2003,3,6,34.59,25.48,0.0,69.56,4.27,3.62
2003,3,7,33.44,25.7,0.0,69.62,5.91,6.36
2003,3,8,35.75,25.01,0.0,64.62,7.27,5.07
2003,3,9,35.41,25.21,0.0,62.56,7.59,5.27
2003,3,10,34.69,25.44,0.0,60.62,6.97,6.26
2003,3,11,33.88,25.25,0.02,65.62,8.78,5.95
2003,3,12,32.73,25.47,0.24,66.06,8.61,4.38
2003,3,13,34.43,24.61,0.0,59.0,7.76,5.56
2003,3,14,34.16,24.65,0.01,63.0,7.56,3.69
2003,3,15,34.14,24.41,0.0,62.25,6.13,2.98
2003,3,16,32.74,25.6,0.0,67.56,5.71,3.23
2003,3,17,34.38,24.9,0.0,67.44,5.27,2.6
2003,3,18,34.33,25.56,0.0,69.75,5.44,3.44
2003,3,19,33.61,26.02,0.0,68.19,6.09,4.38
2003,3,20,33.99,25.74,0.0,67.0,6.89,2.58
2003,3,21,34.44,25.57,0.0,64.5,6.62,3.05
2003,3,22,34.19,25.94,0.09,63.88,7.38,6.18
2003,3,23,34.15,25.3,0.06,64.75,6.55,6.42
2003,3,24,33.58,26.36,0.84,63.56,7.27,4.18
2003,3,25,33.13,26.01,0.02,65.5,7.5,5.25
2003,3,26,34.68,24.8,0.0,65.06,7.2,4.62
2003,3,27,35.87,25.79,0.0,63.31,6.66,3.27
2003,3,28,35.15,25.87,0.0,67.0,7.15,3.15
2003,3,29,34.27,25.53,0.05,67.19,6.15,3.41
2003,3,30,33.2,25.71,0.01,71.0,5.84,3.18
2003,3,31,32.96,26.2,0.04,73.0,5.23,2.73
2003,4,1,33.8,26.01,0.38,72.69,3.72,3.69
2003,4,2,34.64,26.21,1.95,69.44,3.85,3.93
2003,4,3,35.44,26.58,0.01,68.75,4.3,4.47
2003,4,4,37.26,26.7,0.01,65.25,3.65,5.66
2003,4,5,35.91,26.98,0.0,68.25,4.37,4.22
2003,4,6,35.89,25.54,0.0,62.5,5.09,4.01
2003,4,7,36.25,25.53,0.0,62.69,4.7,3.71
2003,4,8,36.63,26.45,0.0,60.25,3.84,4.93
2003,4,9,35.85,26.87,0.0,62.94,5.02,5.23
2003,4,10,35.31,26.9,0.0,59.94,5.62,4.23
2003,4,11,36.07,26.48,0.0,64.12,5.54,2.67
2003,4,12,36.03,26.93,0.02,60.88,4.68,4.23
2003,4,13,36.76,26.63,0.0,59.5,4.05,5.02
2003,4,14,36.65,26.94,0.0,59.19,4.34,5.13
2003,4,15,35.38,27.2,0.0,59.62,6.23,5.12
2003,4,16,35.55,26.86,0.0,59.88,6.4,2.8
2003,4,17,35.5,27.21,0.0,63.44,6.4,3.24
2003,4,18,35.38,27.72,0.02,61.94,5.26,3.26
2003,4,19,35.09,26.9,0.06,63.62,4.54,3.87
2003,4,20,34.67,26.96,3.0,61.38,3.41,3.36
2003,4,21,34.25,27.38,0.14,62.5,5.05,3.62
2003,4,22,35.57,27.45,0.04,61.31,6.33,2.75
2003,4,23,36.56,26.54,0.0,59.88,5.61,3.47
2003,4,24,35.39,27.49,0.06,61.31,4.31,3.32
2003,4,25,36.09,26.11,0.0,60.25,4.33,4.59
2003,4,26,35.87,27.39,0.02,61.81,5.16,3.44
2003,4,27,36.45,27.94,0.03,62.0,6.05,2.77
2003,4,28,35.98,27.7,0.07,62.81,7.7,2.6
2003,4,29,36.9,27.49,0.45,60.81,7.07,2.8
2003,4,30,36.64,28.29,0.23,63.0,6.73,3.31
2003,5,1,35.04,28.06,0.41,64.31,6.52,3.12
2003,5,2,32.37,27.73,1.07,71.81,4.52,3.02
2003,5,3,32.36,27.65,1.85,75.06,3.8,2.84
2003,5,4,32.08,27.18,12.39,80.25,2.71,1.26
2003,5,5,33.69,26.55,2.53,77.25,2.91,1.95
2003,5,6,30.97,27.23,25.19,84.12,2.54,1.45
2003,5,7,31.37,27.12,12.26,84.88,2.32,2.24
2003,5,8,34.03,26.99,0.28,74.81,3.41,2.85
2003,5,9,31.51,27.56,4.19,79.88,5.2,3.16
2003,5,10,32.18,26.67,5.88,78.88,4.73,3.22
2003,5,11,30.99,26.74,2.14,80.75,4.75,3.05
2003,5,12,30.12,26.05,34.16,84.44,4.11,3.99
2003,5,13,29.47,25.49,14.73,85.56,2.73,2.75
2003,5,14,29.57,26.14,37.21,85.56,2.59,3.98
2003,5,15,29.96,26.33,16.26,81.5,1.05,3.02
2003,5,16,29.6,25.79,1.76,87.19,4.25,1.44
2003,5,17,31.19,25.38,2.88,83.25,4.85,4.52
2003,5,18,31.69,24.76,0.41,80.81,4.69,3.46
2003,5,19,32.82,25.25,0.83,76.94,4.05,2.4
2003,5,20,31.71,25.59,11.34,76.75,2.52,3.06
2003,5,21,30.62,25.27,19.26,83.62,3.62,2.96
2003,5,22,30.3,24.61,6.63,84.94,3.48,2.18
2003,5,23,31.01,25.48,1.93,82.81,3.95,1.84
2003,5,24,30.85,25.68,2.75,84.5,4.63,3.02
2003,5,25,29.73,26.37,5.44,89.69,5.12,2.69
2003,5,26,30.2,26.08,6.82,86.38,5.65,4.45
2003,5,27,30.51,26.1,6.41,84.44,5.83,4.24
2003,5,28,30.09,25.98,9.51,87.12,5.34,4.05
2003,5,29,29.68,25.84,4.12,88.12,5.38,3.95
2003,5,30,30.33,25.33,10.31,87.94,5.09,3.77
2003,5,31,29.13,25.77,19.16,89.75,4.81,2.94
2003,6,1,29.51,25.87,9.62,88.38,5.54,6.09
2003,6,2,28.78,25.52,11.53,90.44,3.95,2.8
2003,6,3,30.04,25.97,15.34,87.94,4.04,2.46
2003,6,4,30.3,25.48,15.82,87.06,3.03,1.2
2003,6,5,31.27,25.46,0.75,84.62,3.19,1.46
2003,6,6,31.37,25.69,0.56,82.5,3.19,1.41
2003,6,7,31.73,25.25,0.48,81.94,3.21,1.31
2003,6,8,31.91,24.9,0.02,82.56,3.84,1.86
2003,6,9,32.44,25.21,0.04,81.31,3.96,2.06
2003,6,10,32.49,25.55,0.03,81.44,4.38,2.67
2003,6,11,32.81,25.82,0.03,80.69,4.53,2.21
2003,6,12,32.03,26.03,0.03,81.81,4.15,1.53
2003,6,13,31.65,25.96,0.04,82.44,3.77,1.68
2003,6,14,29.95,26.02,0.07,86.38,3.61,3.05
2003,6,15,30.67,25.59,0.34,85.69,3.41,2.62
2003,6,16,30.61,25.94,1.45,84.38,4.15,3.13
2003,6,17,30.71,25.48,2.0,84.75,4.67,2.48
2003,6,18,30.47,25.52,3.59,84.69,3.52,2.12
2003,6,19,30.08,25.12,1.04,86.19,4.09,2.94
2003,6,20,29.94,25.15,0.6,84.25,3.61,1.7
2003,6,21,30.52,24.82,1.54,85.0,4.32,3.23
2003,6,22,30.03,25.23,1.05,84.25,3.07,1.66
2003,6,23,31.15,24.94,0.63,82.69,2.62,1.3
2003,6,24,30.26,25.96,15.33,83.69,2.6,1.86
2003,6,25,29.84,25.66,16.15,85.62,3.0,1.79
2003,6,26,30.41,25.54,4.9,85.94,3.35,1.59
2003,6,27,29.01,25.48,1.82,87.81,3.06,2.77
2003,6,28,29.83,24.86,8.39,87.06,2.68,1.43
2003,6,29,29.31,25.29,4.66,85.75,2.51,1.55
2003,6,30,29.75,24.87,18.88,86.19,2.24,1.7
2003,7,1,27.91,25.34,2.46,90.75,2.5,1.14
2003,7,2,29.45,25.08,0.72,85.19,1.8,1.84
2003,7,3,31.18,25.26,0.07,80.12,2.29,2.83
2003,7,4,29.65,25.42,8.1,85.12,2.88,3.06
2003,7,5,28.11,25.02,9.9,87.56,2.8,2.17
2003,7,6,28.67,24.9,17.04,87.75,3.45,2.15
2003,7,7,30.19,25.35,2.38,83.25,3.7,1.99
2003,7,8,30.03,25.77,9.53,84.81,3.66,1.73
2003,7,9,29.47,25.61,2.23,86.19,3.34,1.3
2003,7,10,30.77,24.84,5.3,83.69,3.15,1.36
2003,7,11,30.67,25.35,5.56,84.38,4.02,2.04
2003,7,12,28.3,25.05,1.65,89.62,2.76,1.04
2003,7,13,29.9,24.58,3.91,85.31,2.25,1.92
2003,7,14,29.6,24.93,1.02,85.06,2.15,1.5
2003,7,15,31.12,25.27,0.34,82.5,1.8,2.88
2003,7,16,30.51,25.69,3.1,83.75,1.96,1.65
2003,7,17,31.3,25.98,4.22,83.5,2.97,1.45
2003,7,18,30.55,25.43,4.08,85.06,3.08,3.48
2003,7,19,30.18,26.08,11.06,87.12,5.05,2.81
2003,7,20,29.52,25.35,4.79,87.62,5.4,3.8
2003,7,21,28.7,25.52,17.42,90.56,5.67,1.82
2003,7,22,28.3,25.19,13.63,90.31,6.67,3.7
2003,7,23,28.8,25.05,10.54,90.06,6.98,3.7
2003,7,24,28.33,25.08,11.15,90.12,5.7,3.31
2003,7,25,30.15,24.83,8.87,85.94,4.4,3.39
2003,7,26,30.33,24.42,1.92,85.38,2.99,2.38
2003,7,27,29.15,24.77,3.93,87.25,2.27,1.87
2003,7,28,28.9,25.23,15.49,90.44,3.09,2.69
2003,7,29,29.45,24.99,3.69,88.44,3.36,1.45
2003,7,30,30.37,24.39,1.66,86.25,3.8,2.92
2003,7,31,31.21,24.59,0.04,84.06,4.06,1.84
2003,8,1,31.15,25.25,1.35,84.31,5.06,2.69
2003,8,2,28.96,25.48,10.25,90.81,5.85,3.06
2003,8,3,28.55,25.34,17.86,91.56,6.05,2.96
2003,8,4,28.26,25.18,25.83,91.0,5.68,3.59
2003,8,5,29.33,25.51,2.1,88.56,6.31,3.32
2003,8,6,29.62,25.24,3.42,88.19,6.26,3.67
2003,8,7,29.58,25.12,11.46,89.81,4.98,3.69
2003,8,8,30.83,25.32,0.87,87.44,4.35,3.09
2003,8,9,30.42,25.58,0.77,88.62,4.38,1.76
2003,8,10,30.08,25.58,0.48,88.38,4.3,1.94
2003,8,11,30.43,25.53,0.49,87.5,4.45,2.84
2003,8,12,29.2,25.35,0.86,89.44,3.61,2.3
2003,8,13,30.9,25.19,0.78,86.12,3.3,1.38
2003,8,14,30.88,25.33,2.59,86.69,3.07,1.12
2003,8,15,29.99,25.56,12.19,88.81,3.26,1.48
2003,8,16,29.26,25.36,35.54,91.12,3.56,1.81
2003,8,17,29.15,25.69,7.18,89.31,3.9,1.34
2003,8,18,28.7,25.22,6.4,90.25,3.63,3.53
2003,8,19,28.29,24.58,13.37,90.75,5.4,2.63
2003,8,20,29.1,24.64,8.57,87.06,5.24,4.39
2003,8,21,30.35,24.39,1.95,85.81,4.43,4.31
2003,8,22,30.44,24.33,0.78,86.62,3.55,2.84
2003,8,23,30.04,24.75,1.3,86.31,4.61,2.74
2003,8,24,29.62,24.87,5.92,88.06,4.7,2.88
2003,8,25,30.39,25.35,2.95,86.56,5.22,4.37
2003,8,26,31.31,24.69,0.1,84.75,3.64,2.45
2003,8,27,31.07,24.3,0.33,84.12,3.49,2.55
2003,8,28,29.42,25.65,3.84,88.62,3.18,1.4
2003,8,29,29.15,25.19,10.09,89.81,2.88,2.02
2003,8,30,29.29,24.23,5.61,86.75,3.9,2.2
2003,8,31,30.21,24.32,2.03,87.44,4.27,3.13
2003,9,1,29.73,24.68,1.74,87.94,3.8,2.3
2003,9,2,30.11,24.94,4.09,86.25,4.89,3.33
2003,9,3,29.47,24.86,1.6,87.38,5.05,3.51
2003,9,4,28.98,25.21,2.82,88.31,4.66,3.45
2003,9,5,29.19,25.01,3.9,88.44,4.27,3.09
2003,9,6,29.26,24.9,5.33,89.62,4.64,2.8
2003,9,7,28.98,24.96,6.18,89.44,5.61,2.66
2003,9,8,28.9,25.11,9.29,90.19,6.45,3.93
2003,9,9,29.12,25.3,3.99,87.94,5.85,3.66
2003,9,10,28.59,24.96,1.94,89.5,4.82,3.17
2003,9,11,29.9,24.95,4.23,87.81,5.33,2.87
2003,9,12,29.15,25.16,3.74,89.19,4.94,2.89
2003,9,13,28.69,24.51,7.23,89.5,5.36,3.95
2003,9,14,29.33,24.39,6.75,86.25,4.91,3.52
2003,9,15,29.93,23.9,4.03,86.88,3.94,2.41
2003,9,16,30.3,24.35,0.33,86.12,3.38,1.62
2003,9,17,29.4,24.9,3.3,88.0,3.72,1.95
2003,9,18,29.01,25.05,11.53,89.25,3.62,2.68
2003,9,19,29.29,24.58,7.12,87.5,3.41,1.48
2003,9,20,29.55,24.24,5.6,88.06,3.88,3.17
2003,9,21,28.93,24.78,2.94,89.06,3.84,2.13
2003,9,22,29.8,24.14,4.28,86.44,3.19,1.62
2003,9,23,29.67,24.43,5.3,86.94,2.99,1.62
2003,9,24,29.76,24.9,3.52,87.94,2.59,1.02
2003,9,25,28.95,25.34,12.95,88.5,2.55,1.41
2003,9,26,29.12,24.6,7.46,89.0,2.95,1.27
2003,9,27,28.76,25.09,27.67,90.81,3.35,3.27
2003,9,28,30.15,25.02,3.5,88.31,3.27,2.74
2003,9,29,30.3,25.18,11.07,88.38,2.85,1.66
2003,9,30,28.04,25.21,34.33,91.19,2.38,2.73
2003,10,1,30.32,25.34,17.11,84.88,1.45,2.2
2003,10,2,31.23,25.33,4.93,83.44,2.26,3.52
2003,10,3,27.82,25.44,8.04,91.5,1.96,1.7
2003,10,4,30.02,25.58,3.72,88.38,3.96,4.83
2003,10,5,29.4,25.0,2.21,87.88,4.57,2.45
